hr,weekday,cnt,workingday
3,5,4.0,1
4,5,2.0,1
5,5,8.0,1
6,5,40.0,1
7,5,92.0,1
8,5,182.0,1
9,5,156.0,1
10,5,104.0,1
11,5,174.0,1
12,5,170.0,1
13,5,194.0,1
14,5,200.0,1
15,5,203.0,1
16,5,181.0,1
17,5,140.0,1
18,5,95.0,1
19,5,76.0,1
20,5,50.0,1
21,5,32.0,1
22,5,47.0,1
23,5,25.0,1
0,6,23.0,0
1,6,16.0,0
2,6,26.0,0
3,6,5.0,0
4,6,3.0,0
5,6,4.0,0
6,6,10.0,0
7,6,10.0,0
8,6,27.0,0
9,6,56.0,0
10,6,56.0,0
11,6,71.0,0
12,6,94.0,0
13,6,121.0,0
14,6,85.0,0
15,6,97.0,0
16,6,99.0,0
17,6,68.0,0
18,6,35.0,0
19,6,25.0,0
20,6,24.0,0
21,6,19.0,0
22,6,20.0,0
23,6,17.0,0
0,0,6.0,0
1,0,4.0,0
2,0,2.0,0
3,0,4.0,0
5,0,1.0,0
6,0,1.0,0
7,0,4.0,0
8,0,5.0,0
9,0,23.0,0
10,0,43.0,0
11,0,85.0,0
12,0,66.0,0
13,0,79.0,0
14,0,86.0,0
15,0,91.0,0
16,0,86.0,0
17,0,44.0,0
18,0,30.0,0
19,0,16.0,0
20,0,26.0,0
21,0,19.0,0
22,0,17.0,0
23,0,16.0,0
0,1,11.0,0
1,1,10.0,0
2,1,7.0,0
4,1,2.0,0
5,1,4.0,0
6,1,4.0,0
7,1,19.0,0
8,1,18.0,0
9,1,62.0,0
10,1,70.0,0
11,1,91.0,0
12,1,100.0,0
13,1,140.0,0
14,1,153.0,0
15,1,131.0,0
16,1,97.0,0
17,1,97.0,0
18,1,75.0,0
19,1,65.0,0
20,1,56.0,0
21,1,49.0,0
22,1,27.0,0
23,1,29.0,0
0,2,12.0,1
1,2,6.0,1
2,2,4.0,1
3,2,3.0,1
4,2,3.0,1
5,2,8.0,1
6,2,35.0,1
7,2,80.0,1
8,2,164.0,1
9,2,104.0,1
10,2,60.0,1
11,2,30.0,1
12,2,24.0,1
13,2,20.0,1
14,2,14.0,1
15,2,19.0,1
16,2,46.0,1
17,2,115.0,1
18,2,135.0,1
19,2,90.0,1
20,2,69.0,1
21,2,63.0,1
22,2,32.0,1
23,2,26.0,1
0,3,10.0,1
1,3,12.0,1
2,3,7.0,1
3,3,4.0,1
5,3,9.0,1
6,3,43.0,1
7,3,110.0,1
8,3,217.0,1
9,3,189.0,1
10,3,96.0,1
11,3,111.0,1
12,3,140.0,1
13,3,159.0,1
14,3,120.0,1
15,3,117.0,1
16,3,167.0,1
17,3,250.0,1
18,3,169.0,1
19,3,151.0,1
20,3,79.0,1
21,3,70.0,1
22,3,33.0,1
23,3,39.0,1
0,4,28.0,1
1,4,15.0,1
2,4,3.0,1
3,4,2.0,1
4,4,3.0,1
5,4,10.0,1
6,4,41.0,1
7,4,106.0,1
8,4,210.0,1
9,4,170.0,1
10,4,110.0,1
11,4,122.0,1
12,4,130.0,1
13,4,131.0,1
14,4,142.0,1
15,4,177.0,1
16,4,177.0,1
17,4,240.0,1
18,4,207.0,1
19,4,135.0,1
20,4,96.0,1
21,4,68.0,1
22,4,55.0,1
23,4,45.0,1
0,5,30.0,1
1,5,20.0,1
2,5,12.0,1
3,5,6.0,1
4,5,2.0,1
5,5,10.0,1
6,5,32.0,1
7,5,95.0,1
8,5,205.0,1
9,5,194.0,1
10,5,118.0,1
11,5,171.0,1
12,5,197.0,1
13,5,207.0,1
14,5,245.0,1
15,5,292.0,1
16,5,283.0,1
17,5,242.0,1
18,5,182.0,1
19,5,112.0,1
20,5,91.0,1
21,5,95.0,1
22,5,85.0,1
23,5,73.0,1
0,6,44.0,0
1,6,35.0,0
2,6,28.0,0
3,6,18.0,0
4,6,10.0,0
5,6,1.0,0
6,6,6.0,0
7,6,19.0,0
8,6,49.0,0
9,6,90.0,0
10,6,128.0,0
11,6,217.0,0
12,6,273.0,0
13,6,313.0,0
14,6,300.0,0
15,6,253.0,0
16,6,195.0,0
17,6,129.0,0
18,6,93.0,0
19,6,92.0,0
20,6,71.0,0
21,6,52.0,0
22,6,38.0,0
23,6,31.0,0
0,0,48.0,0
1,0,93.0,0
2,0,75.0,0
3,0,52.0,0
4,0,8.0,0
5,0,5.0,0
6,0,2.0,0
7,0,7.0,0
8,0,14.0,0
9,0,40.0,0
10,0,70.0,0
11,0,138.0,0
12,0,201.0,0
13,0,223.0,0
14,0,267.0,0
15,0,265.0,0
16,0,215.0,0
17,0,111.0,0
18,0,106.0,0
19,0,105.0,0
20,0,83.0,0
21,0,71.0,0
22,0,66.0,0
23,0,29.0,0
0,1,39.0,0
1,1,12.0,0
2,1,7.0,0
4,1,4.0,0
5,1,4.0,0
6,1,14.0,0
7,1,16.0,0
8,1,53.0,0
9,1,68.0,0
10,1,109.0,0
11,1,175.0,0
12,1,202.0,0
13,1,176.0,0
14,1,151.0,0
15,1,168.0,0
16,1,154.0,0
17,1,153.0,0
18,1,126.0,0
19,1,93.0,0
20,1,88.0,0
21,1,66.0,0
22,1,39.0,0
23,1,34.0,0
0,2,13.0,1
1,2,6.0,1
2,2,3.0,1
3,2,2.0,1
4,2,5.0,1
5,2,12.0,1
6,2,85.0,1
7,2,170.0,1
8,2,354.0,1
9,2,153.0,1
10,2,60.0,1
11,2,75.0,1
12,2,74.0,1
13,2,73.0,1
14,2,79.0,1
15,2,77.0,1
16,2,136.0,1
17,2,245.0,1
18,2,224.0,1
19,2,156.0,1
20,2,115.0,1
21,2,68.0,1
22,2,33.0,1
23,2,18.0,1
0,3,9.0,1
1,3,3.0,1
2,3,1.0,1
3,3,1.0,1
4,3,2.0,1
5,3,14.0,1
6,3,59.0,1
7,3,152.0,1
8,3,315.0,1
9,3,180.0,1
10,3,64.0,1
11,3,46.0,1
12,3,84.0,1
13,3,91.0,1
14,3,75.0,1
15,3,90.0,1
16,3,131.0,1
17,3,281.0,1
18,3,289.0,1
19,3,184.0,1
20,3,123.0,1
21,3,90.0,1
22,3,52.0,1
23,3,32.0,1
0,4,14.0,1
1,4,5.0,1
2,4,4.0,1
3,4,4.0,1
4,4,5.0,1
5,4,26.0,1
6,4,78.0,1
7,4,215.0,1
8,4,388.0,1
9,4,227.0,1
10,4,86.0,1
11,4,84.0,1
12,4,120.0,1
13,4,118.0,1
14,4,117.0,1
15,4,119.0,1
16,4,197.0,1
17,4,412.0,1
18,4,383.0,1
19,4,265.0,1
20,4,177.0,1
21,4,97.0,1
22,4,71.0,1
23,4,60.0,1
0,5,25.0,1
1,5,8.0,1
2,5,5.0,1
3,5,4.0,1
4,5,3.0,1
5,5,13.0,1
6,5,70.0,1
7,5,205.0,1
8,5,447.0,1
9,5,241.0,1
10,5,116.0,1
11,5,138.0,1
12,5,191.0,1
13,5,204.0,1
14,5,178.0,1
15,5,222.0,1
16,5,294.0,1
17,5,476.0,1
18,5,419.0,1
19,5,272.0,1
20,5,177.0,1
21,5,154.0,1
22,5,135.0,1
23,5,101.0,1
0,6,79.0,0
1,6,62.0,0
2,6,38.0,0
3,6,20.0,0
4,6,10.0,0
5,6,9.0,0
6,6,7.0,0
7,6,20.0,0
8,6,64.0,0
9,6,130.0,0
10,6,203.0,0
11,6,324.0,0
12,6,376.0,0
13,6,445.0,0
14,6,512.0,0
15,6,449.0,0
16,6,401.0,0
17,6,322.0,0
18,6,297.0,0
19,6,215.0,0
20,6,170.0,0
21,6,140.0,0
22,6,109.0,0
23,6,119.0,0
0,0,91.0,0
1,0,72.0,0
2,0,67.0,0
3,0,32.0,0
4,0,6.0,0
5,0,2.0,0
6,0,2.0,0
7,0,24.0,0
8,0,57.0,0
9,0,125.0,0
10,0,208.0,0
11,0,256.0,0
12,0,351.0,0
13,0,343.0,0
14,0,328.0,0
15,0,330.0,0
16,0,314.0,0
17,0,219.0,0
18,0,181.0,0
19,0,112.0,0
20,0,126.0,0
21,0,91.0,0
22,0,58.0,0
23,0,30.0,0
0,1,15.0,1
1,1,5.0,1
2,1,5.0,1
3,1,3.0,1
4,1,4.0,1
5,1,21.0,1
6,1,88.0,1
7,1,240.0,1
8,1,420.0,1
9,1,197.0,1
10,1,108.0,1
11,1,88.0,1
12,1,103.0,1
13,1,80.0,1
14,1,50.0,1
15,1,69.0,1
16,1,49.0,1
17,1,152.0,1
18,1,164.0,1
19,1,190.0,1
20,1,132.0,1
21,1,79.0,1
22,1,62.0,1
23,1,52.0,1
0,2,14.0,1
1,2,5.0,1
2,2,4.0,1
4,2,4.0,1
5,2,23.0,1
6,2,79.0,1
7,2,222.0,1
8,2,471.0,1
9,2,195.0,1
10,2,83.0,1
11,2,101.0,1
12,2,140.0,1
13,2,178.0,1
14,2,106.0,1
15,2,136.0,1
16,2,240.0,1
17,2,460.0,1
18,2,385.0,1
19,2,281.0,1
20,2,200.0,1
21,2,116.0,1
22,2,114.0,1
23,2,41.0,1
0,3,28.0,1
1,3,7.0,1
2,3,5.0,1
3,3,4.0,1
4,3,2.0,1
5,3,22.0,1
6,3,74.0,1
7,3,256.0,1
8,3,499.0,1
9,3,225.0,1
10,3,97.0,1
11,3,99.0,1
12,3,55.0,1
13,3,65.0,1
14,3,73.0,1
15,3,79.0,1
16,3,118.0,1
17,3,134.0,1
18,3,98.0,1
19,3,93.0,1
20,3,57.0,1
21,3,29.0,1
22,3,49.0,1
23,3,9.0,1
0,4,3.0,1
1,4,3.0,1
2,4,2.0,1
3,4,3.0,1
4,4,2.0,1
5,4,16.0,1
6,4,89.0,1
7,4,220.0,1
8,4,508.0,1
9,4,230.0,1
10,4,90.0,1
11,4,119.0,1
12,4,144.0,1
13,4,183.0,1
14,4,156.0,1
15,4,188.0,1
16,4,281.0,1
17,4,495.0,1
18,4,421.0,1
19,4,330.0,1
20,4,240.0,1
21,4,174.0,1
22,4,133.0,1
23,4,67.0,1
0,5,42.0,1
1,5,12.0,1
2,5,14.0,1
3,5,7.0,1
4,5,3.0,1
5,5,21.0,1
6,5,73.0,1
7,5,177.0,1
8,5,419.0,1
9,5,214.0,1
10,5,103.0,1
11,5,114.0,1
12,5,154.0,1
13,5,154.0,1
14,5,129.0,1
15,5,138.0,1
16,5,233.0,1
17,5,332.0,1
18,5,301.0,1
19,5,206.0,1
20,5,136.0,1
21,5,102.0,1
22,5,65.0,1
23,5,65.0,1
0,6,44.0,0
1,6,50.0,0
2,6,38.0,0
3,6,20.0,0
4,6,3.0,0
5,6,4.0,0
6,6,5.0,0
7,6,24.0,0
8,6,92.0,0
9,6,81.0,0
10,6,149.0,0
11,6,178.0,0
12,6,219.0,0
13,6,220.0,0
14,6,231.0,0
15,6,226.0,0
16,6,206.0,0
17,6,144.0,0
18,6,143.0,0
19,6,102.0,0
20,6,103.0,0
21,6,69.0,0
22,6,66.0,0
23,6,76.0,0
0,0,59.0,0
1,0,42.0,0
2,0,43.0,0
3,0,25.0,0
4,0,6.0,0
5,0,5.0,0
6,0,8.0,0
7,0,17.0,0
8,0,36.0,0
9,0,90.0,0
10,0,126.0,0
11,0,165.0,0
12,0,234.0,0
13,0,224.0,0
14,0,188.0,0
15,0,206.0,0
16,0,205.0,0
17,0,146.0,0
18,0,120.0,0
19,0,110.0,0
20,0,95.0,0
21,0,72.0,0
22,0,60.0,0
23,0,29.0,0
0,1,25.0,0
1,1,20.0,0
2,1,17.0,0
3,1,3.0,0
4,1,8.0,0
5,1,6.0,0
6,1,13.0,0
7,1,33.0,0
8,1,78.0,0
9,1,96.0,0
10,1,126.0,0
11,1,179.0,0
12,1,185.0,0
13,1,228.0,0
14,1,181.0,0
15,1,192.0,0
16,1,180.0,0
17,1,193.0,0
18,1,181.0,0
19,1,144.0,0
20,1,90.0,0
21,1,49.0,0
22,1,43.0,0
23,1,28.0,0
0,2,12.0,1
1,2,2.0,1
2,2,12.0,1
4,2,2.0,1
5,2,13.0,1
6,2,57.0,1
7,2,126.0,1
8,2,93.0,1
9,2,68.0,1
10,2,62.0,1
11,2,75.0,1
12,2,86.0,1
13,2,103.0,1
14,2,132.0,1
15,2,129.0,1
16,2,219.0,1
17,2,462.0,1
18,2,463.0,1
19,2,308.0,1
20,2,180.0,1
21,2,180.0,1
22,2,90.0,1
23,2,61.0,1
0,3,17.0,1
1,3,10.0,1
2,3,2.0,1
3,3,4.0,1
4,3,1.0,1
5,3,29.0,1
6,3,88.0,1
7,3,263.0,1
8,3,489.0,1
9,3,202.0,1
10,3,93.0,1
11,3,114.0,1
12,3,161.0,1
13,3,130.0,1
14,3,105.0,1
15,3,130.0,1
16,3,176.0,1
17,3,346.0,1
18,3,355.0,1
19,3,256.0,1
20,3,165.0,1
21,3,124.0,1
22,3,78.0,1
23,3,38.0,1
0,4,16.0,1
1,4,5.0,1
2,4,3.0,1
3,4,4.0,1
4,4,1.0,1
5,4,19.0,1
6,4,86.0,1
7,4,206.0,1
8,4,423.0,1
9,4,210.0,1
10,4,108.0,1
11,4,99.0,1
12,4,111.0,1
13,4,124.0,1
14,4,119.0,1
15,4,127.0,1
16,4,193.0,1
17,4,385.0,1
18,4,361.0,1
19,4,234.0,1
20,4,191.0,1
21,4,121.0,1
22,4,90.0,1
23,4,56.0,1
0,5,27.0,1
1,5,15.0,1
2,5,11.0,1
3,5,4.0,1
4,5,3.0,1
5,5,19.0,1
6,5,68.0,1
7,5,185.0,1
8,5,425.0,1
9,5,263.0,1
10,5,97.0,1
11,5,123.0,1
12,5,124.0,1
13,5,156.0,1
14,5,115.0,1
15,5,156.0,1
16,5,174.0,1
17,5,349.0,1
18,5,301.0,1
19,5,192.0,1
20,5,142.0,1
21,5,104.0,1
22,5,72.0,1
23,5,38.0,1
0,6,24.0,0
1,6,23.0,0
2,6,26.0,0
3,6,13.0,0
4,6,1.0,0
5,6,2.0,0
6,6,1.0,0
7,6,13.0,0
8,6,25.0,0
9,6,42.0,0
10,6,45.0,0
11,6,63.0,0
12,6,67.0,0
13,6,76.0,0
14,6,95.0,0
15,6,119.0,0
16,6,118.0,0
17,6,106.0,0
18,6,110.0,0
19,6,85.0,0
20,6,67.0,0
21,6,69.0,0
22,6,59.0,0
23,6,52.0,0
0,0,52.0,0
1,0,50.0,0
2,0,47.0,0
3,0,21.0,0
4,0,2.0,0
5,0,3.0,0
6,0,4.0,0
7,0,13.0,0
8,0,32.0,0
9,0,63.0,0
10,0,129.0,0
11,0,133.0,0
12,0,185.0,0
13,0,199.0,0
14,0,182.0,0
15,0,176.0,0
16,0,155.0,0
17,0,108.0,0
18,0,121.0,0
19,0,89.0,0
20,0,74.0,0
21,0,44.0,0
22,0,58.0,0
23,0,37.0,0
0,1,19.0,1
1,1,4.0,1
2,1,2.0,1
3,1,1.0,1
4,1,1.0,1
5,1,19.0,1
6,1,42.0,1
7,1,122.0,1
8,1,272.0,1
9,1,211.0,1
10,1,149.0,1
11,1,62.0,1
12,1,62.0,1
13,1,37.0,1
14,1,61.0,1
15,1,74.0,1
16,1,122.0,1
17,1,276.0,1
18,1,282.0,1
19,1,220.0,1
20,1,169.0,1
21,1,120.0,1
22,1,68.0,1
23,1,37.0,1
0,2,25.0,1
1,2,9.0,1
2,2,8.0,1
3,2,3.0,1
4,2,2.0,1
5,2,26.0,1
6,2,89.0,1
7,2,232.0,1
8,2,490.0,1
9,2,255.0,1
10,2,116.0,1
11,2,153.0,1
12,2,175.0,1
13,2,203.0,1
14,2,173.0,1
15,2,208.0,1
16,2,278.0,1
17,2,515.0,1
18,2,423.0,1
19,2,331.0,1
20,2,229.0,1
21,2,172.0,1
22,2,125.0,1
23,2,99.0,1
0,3,31.0,1
1,3,13.0,1
2,3,6.0,1
3,3,1.0,1
4,3,4.0,1
5,3,33.0,1
6,3,88.0,1
7,3,257.0,1
8,3,513.0,1
9,3,236.0,1
10,3,141.0,1
11,3,157.0,1
12,3,193.0,1
13,3,212.0,1
14,3,160.0,1
15,3,155.0,1
16,3,246.0,1
17,3,470.0,1
18,3,439.0,1
19,3,316.0,1
20,3,235.0,1
21,3,185.0,1
22,3,113.0,1
23,3,66.0,1
0,4,25.0,1
1,4,21.0,1
2,4,7.0,1
3,4,6.0,1
4,4,3.0,1
5,4,28.0,1
6,4,88.0,1
7,4,239.0,1
8,4,530.0,1
9,4,274.0,1
10,4,108.0,1
11,4,111.0,1
12,4,165.0,1
13,4,173.0,1
14,4,128.0,1
15,4,164.0,1
16,4,224.0,1
17,4,413.0,1
18,4,406.0,1
19,4,313.0,1
20,4,224.0,1
21,4,192.0,1
22,4,142.0,1
23,4,91.0,1
0,5,38.0,1
1,5,29.0,1
2,5,13.0,1
3,5,8.0,1
4,5,4.0,1
5,5,24.0,1
6,5,72.0,1
7,5,134.0,1
8,5,220.0,1
9,5,107.0,1
10,5,126.0,1
11,5,105.0,1
12,5,180.0,1
13,5,201.0,1
14,5,176.0,1
15,5,197.0,1
16,5,267.0,1
17,5,422.0,1
18,5,383.0,1
19,5,251.0,1
20,5,159.0,1
21,5,135.0,1
22,5,119.0,1
23,5,86.0,1
0,6,69.0,0
1,6,58.0,0
2,6,41.0,0
3,6,17.0,0
4,6,8.0,0
5,6,10.0,0
6,6,15.0,0
7,6,31.0,0
8,6,91.0,0
9,6,158.0,0
10,6,191.0,0
11,6,296.0,0
12,6,314.0,0
13,6,373.0,0
14,6,362.0,0
15,6,410.0,0
16,6,407.0,0
17,6,290.0,0
18,6,241.0,0
19,6,206.0,0
20,6,120.0,0
21,6,127.0,0
22,6,103.0,0
23,6,85.0,0
0,0,96.0,0
1,0,73.0,0
2,0,51.0,0
3,0,21.0,0
4,0,5.0,0
5,0,7.0,0
6,0,5.0,0
7,0,12.0,0
8,0,70.0,0
9,0,111.0,0
10,0,191.0,0
11,0,255.0,0
12,0,288.0,0
13,0,316.0,0
14,0,280.0,0
15,0,310.0,0
16,0,322.0,0
17,0,234.0,0
18,0,168.0,0
19,0,159.0,0
20,0,111.0,0
21,0,69.0,0
22,0,64.0,0
23,0,25.0,0
0,1,10.0,1
1,1,9.0,1
2,1,7.0,1
3,1,4.0,1
4,1,5.0,1
5,1,26.0,1
6,1,80.0,1
7,1,225.0,1
8,1,493.0,1
9,1,198.0,1
10,1,85.0,1
11,1,99.0,1
12,1,134.0,1
13,1,132.0,1
14,1,115.0,1
15,1,138.0,1
16,1,221.0,1
17,1,438.0,1
18,1,410.0,1
19,1,306.0,1
20,1,181.0,1
21,1,162.0,1
22,1,94.0,1
23,1,52.0,1
0,2,15.0,1
1,2,8.0,1
2,2,2.0,1
3,2,2.0,1
4,2,1.0,1
5,2,22.0,1
6,2,104.0,1
7,2,279.0,1
8,2,512.0,1
9,2,261.0,1
10,2,144.0,1
11,2,139.0,1
12,2,194.0,1
13,2,198.0,1
14,2,160.0,1
15,2,177.0,1
16,2,307.0,1
17,2,559.0,1
18,2,502.0,1
19,2,328.0,1
20,2,238.0,1
21,2,165.0,1
22,2,129.0,1
23,2,63.0,1
0,3,31.0,1
1,3,4.0,1
2,3,7.0,1
3,3,3.0,1
4,3,1.0,1
5,3,18.0,1
6,3,67.0,1
7,3,208.0,1
8,3,520.0,1
9,3,276.0,1
10,3,133.0,1
11,3,143.0,1
12,3,179.0,1
13,3,186.0,1
14,3,192.0,1
15,3,194.0,1
16,3,283.0,1
17,3,539.0,1
18,3,526.0,1
19,3,335.0,1
20,3,264.0,1
21,3,233.0,1
22,3,140.0,1
23,3,97.0,1
0,4,31.0,1
1,4,17.0,1
2,4,9.0,1
3,4,2.0,1
4,4,1.0,1
5,4,19.0,1
6,4,74.0,1
7,4,205.0,1
8,4,445.0,1
9,4,228.0,1
10,4,78.0,1
11,4,105.0,1
12,4,148.0,1
13,4,137.0,1
14,4,141.0,1
15,4,174.0,1
16,4,229.0,1
17,4,450.0,1
18,4,410.0,1
19,4,327.0,1
20,4,213.0,1
21,4,148.0,1
22,4,109.0,1
23,4,61.0,1
0,5,38.0,1
1,5,22.0,1
2,5,6.0,1
3,5,4.0,1
4,5,2.0,1
5,5,17.0,1
6,5,88.0,1
7,5,226.0,1
8,5,441.0,1
9,5,270.0,1
10,5,129.0,1
11,5,164.0,1
12,5,216.0,1
13,5,198.0,1
14,5,170.0,1
15,5,216.0,1
16,5,311.0,1
17,5,488.0,1
18,5,385.0,1
19,5,267.0,1
20,5,163.0,1
21,5,134.0,1
22,5,119.0,1
23,5,77.0,1
0,6,86.0,0
1,6,43.0,0
2,6,44.0,0
3,6,18.0,0
4,6,6.0,0
5,6,4.0,0
6,6,5.0,0
7,6,28.0,0
8,6,90.0,0
9,6,157.0,0
10,6,224.0,0
11,6,270.0,0
12,6,300.0,0
13,6,302.0,0
14,6,276.0,0
15,6,305.0,0
16,6,143.0,0
17,6,67.0,0
18,6,64.0,0
19,6,80.0,0
20,6,77.0,0
21,6,78.0,0
22,6,95.0,0
23,6,70.0,0
0,0,61.0,0
1,0,51.0,0
2,0,63.0,0
3,0,17.0,0
4,0,9.0,0
5,0,4.0,0
6,0,4.0,0
7,0,16.0,0
8,0,62.0,0
9,0,92.0,0
10,0,148.0,0
11,0,182.0,0
12,0,248.0,0
13,0,274.0,0
14,0,243.0,0
15,0,272.0,0
16,0,296.0,0
17,0,306.0,0
18,0,181.0,0
19,0,69.0,0
20,0,50.0,0
21,0,66.0,0
22,0,191.0,0
23,0,42.0,0
0,1,21.0,1
1,1,6.0,1
2,1,3.0,1
4,1,2.0,1
5,1,17.0,1
6,1,72.0,1
7,1,234.0,1
8,1,444.0,1
9,1,277.0,1
10,1,116.0,1
11,1,116.0,1
12,1,150.0,1
13,1,141.0,1
14,1,140.0,1
15,1,171.0,1
16,1,228.0,1
17,1,430.0,1
18,1,437.0,1
19,1,291.0,1
20,1,201.0,1
21,1,154.0,1
22,1,87.0,1
23,1,46.0,1
0,2,23.0,1
1,2,14.0,1
2,2,4.0,1
3,2,2.0,1
4,2,3.0,1
5,2,15.0,1
6,2,100.0,1
7,2,299.0,1
8,2,529.0,1
9,2,289.0,1
10,2,116.0,1
11,2,129.0,1
12,2,172.0,1
13,2,184.0,1
14,2,138.0,1
15,2,146.0,1
16,2,276.0,1
17,2,509.0,1
18,2,518.0,1
19,2,338.0,1
20,2,212.0,1
21,2,190.0,1
22,2,118.0,1
23,2,51.0,1
0,3,23.0,1
1,3,10.0,1
2,3,1.0,1
3,3,1.0,1
4,3,1.0,1
5,3,20.0,1
6,3,98.0,1
7,3,281.0,1
8,3,508.0,1
9,3,253.0,1
10,3,108.0,1
11,3,102.0,1
12,3,138.0,1
13,3,126.0,1
14,3,108.0,1
15,3,54.0,1
16,3,75.0,1
17,3,155.0,1
18,3,167.0,1
19,3,161.0,1
20,3,125.0,1
21,3,129.0,1
22,3,98.0,1
23,3,60.0,1
0,4,26.0,1
1,4,12.0,1
2,4,2.0,1
3,4,4.0,1
4,4,1.0,1
5,4,18.0,1
6,4,76.0,1
7,4,267.0,1
8,4,484.0,1
9,4,238.0,1
10,4,97.0,1
11,4,99.0,1
12,4,158.0,1
13,4,154.0,1
14,4,144.0,1
15,4,134.0,1
16,4,238.0,1
17,4,399.0,1
18,4,417.0,1
19,4,295.0,1
20,4,199.0,1
21,4,177.0,1
22,4,107.0,1
23,4,84.0,1
0,5,43.0,1
1,5,13.0,1
2,5,16.0,1
3,5,5.0,1
4,5,2.0,1
5,5,17.0,1
6,5,64.0,1
7,5,230.0,1
8,5,448.0,1
9,5,275.0,1
10,5,124.0,1
11,5,153.0,1
12,5,176.0,1
13,5,192.0,1
14,5,146.0,1
15,5,191.0,1
16,5,268.0,1
17,5,396.0,1
18,5,359.0,1
19,5,262.0,1
20,5,151.0,1
21,5,122.0,1
22,5,113.0,1
23,5,65.0,1
0,6,53.0,0
1,6,45.0,0
2,6,26.0,0
3,6,9.0,0
4,6,4.0,0
5,6,2.0,0
6,6,9.0,0
7,6,19.0,0
8,6,78.0,0
9,6,90.0,0
10,6,166.0,0
11,6,183.0,0
12,6,221.0,0
13,6,235.0,0
14,6,243.0,0
15,6,124.0,0
16,6,146.0,0
17,6,144.0,0
18,6,108.0,0
19,6,87.0,0
20,6,63.0,0
21,6,48.0,0
22,6,46.0,0
23,6,20.0,0
0,0,21.0,0
1,0,24.0,0
2,0,27.0,0
3,0,14.0,0
4,0,1.0,0
5,0,3.0,0
6,0,2.0,0
7,0,18.0,0
8,0,26.0,0
9,0,63.0,0
10,0,91.0,0
11,0,124.0,0
12,0,140.0,0
13,0,138.0,0
14,0,111.0,0
15,0,155.0,0
16,0,164.0,0
17,0,87.0,0
18,0,96.0,0
19,0,80.0,0
20,0,57.0,0
21,0,36.0,0
22,0,28.0,0
23,0,23.0,0
0,1,9.0,1
1,1,6.0,1
2,1,4.0,1
3,1,1.0,1
4,1,2.0,1
5,1,17.0,1
6,1,72.0,1
7,1,195.0,1
8,1,417.0,1
9,1,205.0,1
10,1,71.0,1
11,1,90.0,1
12,1,118.0,1
13,1,140.0,1
14,1,135.0,1
15,1,155.0,1
16,1,211.0,1
17,1,407.0,1
18,1,405.0,1
19,1,263.0,1
20,1,214.0,1
21,1,147.0,1
22,1,102.0,1
23,1,36.0,1
0,2,14.0,1
1,2,6.0,1
2,2,3.0,1
3,2,3.0,1
4,2,2.0,1
5,2,22.0,1
6,2,90.0,1
7,2,280.0,1
8,2,513.0,1
9,2,262.0,1
10,2,98.0,1
11,2,112.0,1
12,2,172.0,1
13,2,173.0,1
14,2,124.0,1
15,2,145.0,1
16,2,266.0,1
17,2,523.0,1
18,2,406.0,1
19,2,281.0,1
20,2,184.0,1
21,2,109.0,1
22,2,77.0,1
23,2,57.0,1
0,3,22.0,1
1,3,5.0,1
2,3,4.0,1
3,3,3.0,1
4,3,1.0,1
5,3,25.0,1
6,3,95.0,1
7,3,321.0,1
8,3,515.0,1
9,3,231.0,1
10,3,120.0,1
11,3,138.0,1
12,3,163.0,1
13,3,170.0,1
14,3,134.0,1
15,3,171.0,1
16,3,231.0,1
17,3,487.0,1
18,3,468.0,1
19,3,311.0,1
20,3,211.0,1
21,3,178.0,1
22,3,107.0,1
23,3,58.0,1
0,4,23.0,1
1,4,5.0,1
2,4,7.0,1
3,4,1.0,1
4,4,3.0,1
5,4,20.0,1
6,4,87.0,1
7,4,288.0,1
8,4,498.0,1
9,4,202.0,1
10,4,44.0,1
11,4,71.0,1
12,4,45.0,1
13,4,64.0,1
14,4,31.0,1
15,4,53.0,1
16,4,118.0,1
17,4,289.0,1
18,4,353.0,1
19,4,258.0,1
20,4,216.0,1
21,4,145.0,1
22,4,111.0,1
23,4,73.0,1
0,5,34.0,1
1,5,18.0,1
2,5,12.0,1
3,5,1.0,1
4,5,1.0,1
5,5,16.0,1
6,5,71.0,1
7,5,226.0,1
8,5,520.0,1
9,5,283.0,1
10,5,116.0,1
11,5,142.0,1
12,5,198.0,1
13,5,205.0,1
14,5,170.0,1
15,5,221.0,1
16,5,307.0,1
17,5,465.0,1
18,5,377.0,1
19,5,282.0,1
20,5,171.0,1
21,5,129.0,1
22,5,107.0,1
23,5,82.0,1
0,6,86.0,0
1,6,45.0,0
2,6,45.0,0
3,6,18.0,0
4,6,7.0,0
5,6,1.0,0
6,6,9.0,0
7,6,41.0,0
8,6,102.0,0
9,6,138.0,0
10,6,205.0,0
11,6,286.0,0
12,6,369.0,0
13,6,384.0,0
14,6,427.0,0
15,6,499.0,0
16,6,404.0,0
17,6,364.0,0
18,6,246.0,0
19,6,188.0,0
20,6,148.0,0
21,6,114.0,0
22,6,118.0,0
23,6,74.0,0
0,0,74.0,0
1,0,72.0,0
2,0,48.0,0
3,0,15.0,0
4,0,3.0,0
5,0,2.0,0
6,0,5.0,0
7,0,14.0,0
8,0,56.0,0
9,0,93.0,0
10,0,191.0,0
11,0,226.0,0
12,0,255.0,0
13,0,261.0,0
14,0,237.0,0
15,0,253.0,0
